_class,_id,endTime,eventType,processDefinitionId,processDefinitionKey,processInstanceId,startTime,startUser,state,timestamp
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61eee5d479cbf054ffa83bb1,,migrate,process_metrics:28:7ba91c02-7d3d-11ec-baa0-0242c0a88004,process_metrics,1134bf9b-72d6-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-24T17:45:56.340Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61eee5d479cbf054ffa83bb5,,migrate,process_metrics:28:7ba91c02-7d3d-11ec-baa0-0242c0a88004,process_metrics,d677c420-7300-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-24T17:45:56.358Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61eee5d479cbf054ffa83bb9,,migrate,process_metrics:28:7ba91c02-7d3d-11ec-baa0-0242c0a88004,process_metrics,dd244eee-72d4-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-24T17:45:56.375Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61eee5d479cbf054ffa83bbd,,migrate,process_metrics:28:7ba91c02-7d3d-11ec-baa0-0242c0a88004,process_metrics,d178610d-73a8-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-24T17:45:56.391Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb36279cbf054ffa83c72,,start,process_metrics:28:7ba91c02-7d3d-11ec-baa0-0242c0a88004,process_metrics,00f6ee95-7db8-11ec-baa0-0242c0a88004,2022-01-25T08:22:58.529Z,,ACTIVE,2022-01-25T08:22:58.529Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5be79cbf054ffa83c85,,migrate,process_metrics:29:68d2317a-7db9-11ec-baa0-0242c0a88004,process_metrics,1134bf9b-72d6-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:02.347Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5be79cbf054ffa83c89,,migrate,process_metrics:29:68d2317a-7db9-11ec-baa0-0242c0a88004,process_metrics,d677c420-7300-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:02.361Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5be79cbf054ffa83c8d,,migrate,process_metrics:29:68d2317a-7db9-11ec-baa0-0242c0a88004,process_metrics,dd244eee-72d4-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:02.376Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5de79cbf054ffa83c99,,migrate,process_metrics:29:7c41ee9c-7db9-11ec-baa0-0242c0a88004,process_metrics,1134bf9b-72d6-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:34.932Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5de79cbf054ffa83c9d,,migrate,process_metrics:29:7c41ee9c-7db9-11ec-baa0-0242c0a88004,process_metrics,d677c420-7300-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:34.945Z
